FILIAL;SECAO;DATA;CMV;VALOR ESTOQUE;;VL_ESTQ;CMV;TOTAL
8;412;27/04/2021;R$ 4.280,94;R$ 368.644,28;;;;
8;427;27/04/2021;R$ 370,68;R$ 13.128,02;;;;
8;433;27/04/2021;R$ 21.090,24;R$ 116.262,10;;;;
8;442;27/04/2021;R$ 0;R$ 0,00;;;;
9;416;27/04/2021;R$ 5.180,42;R$ 127.087,79;;;;
9;420;27/04/2021;R$ 524,33;R$ 169.942,53;;;;
9;434;27/04/2021;R$ 2.026,19;R$ 9.371,27;;;;
10;413;27/04/2021;R$ 10.039,54;R$ 345.360,05;;;;
10;416;27/04/2021;R$ 4.363,87;R$ 115.544,94;;;;
10;444;27/04/2021;R$ 51,64;R$ 3.444,66;;;;
11;412;27/04/2021;R$ 3.612;R$ 329.244,76;;;;
11;421;27/04/2021;R$ 3.749,03;R$ 477.130,30;;;;
11;430;27/04/2021;R$ 0;R$ 0,00;;;;
11;440;27/04/2021;R$ 1.035,70;R$ 12.713,46;;;;
12;414;27/04/2021;R$ 3.531,19;R$ 128.654,83;;;;
12;423;27/04/2021;R$ 1.479,47;R$ 112.713,09;;;;
12;434;27/04/2021;R$ 1.000,56;R$ 10.471,29;;;;
12;436;27/04/2021;R$ 13.665,53;R$ 381.799,22;;;;
14;411;27/04/2021;R$ 10.870,73;R$ 317.786,16;;;;
15;412;27/04/2021;R$ 4.797,51;R$ 361.871,42;;;;
16;415;27/04/2021;R$ 2.441,32;R$ 92.442,84;;;;
16;417;27/04/2021;R$ 0;R$ 12.219,06;;;;
17;422;27/04/2021;R$ 15,92;R$ 10.708,07;;;;
17;423;27/04/2021;R$ 1.844,01;R$ 125.695,22;;;;
17;426;27/04/2021;R$ 1.274,96;R$ 33.103,30;;;;
18;415;27/04/2021;R$ 2.101,66;R$ 80.867,84;;;;
18;424;27/04/2021;R$ 2.086,53;R$ 71.792,70;;;;
18;432;27/04/2021;R$ 62,23;R$ 180,77;;;;
18;444;27/04/2021;R$ 7,54;R$ 1.670,88;;;;
18;445;27/04/2021;R$ 304,28;R$ 17.357,82;;;;
1;413;28/04/2021;R$ 14.361;R$ 388.852,08;;;;
1;431;28/04/2021;R$ 3.035,71;R$ 105.331,00;;;;
1;432;28/04/2021;R$ 367,60;R$ 1.406,91;;;;
1;436;28/04/2021;R$ 26.091,37;R$ 526.874,77;;;;
1;440;28/04/2021;R$ 1.220,71;R$ 10.149,26;;;;
1;445;28/04/2021;R$ 592,68;R$ 27.751,00;;;;
2;422;28/04/2021;R$ 0;R$ 9.786,98;;;;
2;425;28/04/2021;R$ 676,92;R$ 39.904,02;;;;
2;432;28/04/2021;R$ 19,13;R$ 1.322,79;;;;
2;436;28/04/2021;R$ 18.473,37;R$ 390.494,33;;;;
3;411;28/04/2021;R$ 21.694,27;R$ 445.055,93;;;;
3;412;28/04/2021;R$ 4.971,26;R$ 364.405,35;;;;
3;414;28/04/2021;R$ 8.311,72;R$ 213.161,02;;;;
3;420;28/04/2021;R$ 3.558,73;R$ 209.517,14;;;;
3;431;28/04/2021;R$ 3.942,91;R$ 90.065,67;;;;
3;434;28/04/2021;R$ 3.944,86;R$ 16.184,80;;;;
4;416;28/04/2021;R$ 4.433,40;R$ 103.009,58;;;;
4;420;28/04/2021;R$ 1.119,03;R$ 124.921,33;;;;
4;422;28/04/2021;R$ 6,39;R$ 8.461,46;;;;
4;426;28/04/2021;R$ 805,07;R$ 23.340,92;;;;
4;428;28/04/2021;R$ 2.698,81;R$ 25.031,95;;;;
4;444;28/04/2021;R$ 99,23;R$ 3.751,90;;;;
7;425;28/04/2021;R$ 728,38;R$ 56.287,33;;;;
8;421;28/04/2021;R$ 7.422,59;R$ 458.898,88;;;;
8;427;28/04/2021;R$ 166,02;R$ 12.961,99;;;;
8;443;28/04/2021;R$ 2.174,29;R$ 59.528,38;;;;
8;444;28/04/2021;R$ 124,32;R$ 3.375,52;;;;
10;434;28/04/2021;R$ 1.682,98;R$ 5.461,73;;;;
11;421;28/04/2021;R$ 4.379,11;R$ 478.887,65;;;;
11;422;28/04/2021;R$ 39,57;R$ 10.642,71;;;;
11;436;28/04/2021;R$ 20.320,76;R$ 519.655,67;;;;
11;440;28/04/2021;R$ 798,29;R$ 10.622,24;;;;
12;428;28/04/2021;R$ 2.108,71;R$ 12.485,68;;;;
12;430;28/04/2021;R$ 0;R$ 0,00;;;;
14;433;28/04/2021;R$ 14.238,76;R$ 90.047,90;;;;
15;414;28/04/2021;R$ 5.583,96;R$ 142.983,64;;;;
15;420;28/04/2021;R$ 2.981,24;R$ 240.886,45;;;;
15;424;28/04/2021;R$ 2.725,61;R$ 97.915,66;;;;
15;426;28/04/2021;R$ 1.273,37;R$ 36.022,12;;;;
15;428;28/04/2021;R$ 5.042,90;R$ 8.111,72;;;;
15;430;28/04/2021;R$ 0;R$ 0,00;;;;
15;436;28/04/2021;R$ 24.435,42;R$ 490.694,12;;;;
16;414;28/04/2021;R$ 4.405,41;R$ 161.152,14;;;;
16;427;28/04/2021;R$ 281,21;R$ 15.315,43;;;;
16;431;28/04/2021;R$ 2.406,69;R$ 95.899,35;;;;
16;440;28/04/2021;R$ 1.049,44;R$ 13.425,27;;;;
16;442;28/04/2021;R$ 0;R$ 0,00;;;;
17;414;28/04/2021;R$ 4.426,11;R$ 121.994,56;;;;
17;417;28/04/2021;R$ 0;R$ 1.199,52;;;;
17;424;28/04/2021;R$ 2.176,79;R$ 103.801,74;;;;
17;428;28/04/2021;R$ 2.647,58;R$ 9.546,66;;;;
17;430;28/04/2021;R$ 0;R$ 0,00;;;;
18;414;28/04/2021;R$ 3.651,27;R$ 89.875,59;;;;
18;420;28/04/2021;R$ 1.510,39;R$ 112.135,86;;;;
18;424;28/04/2021;R$ 2.393,55;R$ 69.384,65;;;;
18;440;28/04/2021;R$ 1.033,95;R$ 5.764,67;;;;
18;441;28/04/2021;R$ 344,88;R$ 16.117,81;;;;
18;445;28/04/2021;R$ 134,73;R$ 19.975,96;;;;
1;417;29/04/2021;R$ 0;R$ 0,00;;;;
1;434;29/04/2021;R$ 2.493,48;R$ 15.498,32;;;;
1;441;29/04/2021;R$ 284,46;R$ 19.914,66;;;;
1;442;29/04/2021;R$ 0;R$ 689,48;;;;
1;444;29/04/2021;R$ 117,18;R$ 4.196,07;;;;
2;417;29/04/2021;R$ 0;R$ 0,00;;;;
2;420;29/04/2021;R$ 836,20;R$ 162.797,19;;;;
2;423;29/04/2021;R$ 1.986,15;R$ 125.199,09;;;;
2;424;29/04/2021;R$ 2.687,24;R$ 110.872,23;;;;
2;433;29/04/2021;R$ 13.310,32;R$ 110.277,25;;;;
2;434;29/04/2021;R$ 1.677,99;R$ 7.713,24;;;;
2;435;29/04/2021;R$ 14.349,48;R$ 160.864,38;;;;
2;442;29/04/2021;R$ 0;R$ 0,00;;;;
3;413;29/04/2021;R$ 19.518,21;R$ 496.070,78;;;;
3;414;29/04/2021;R$ 8.076,49;R$ 219.337,03;;;;
3;416;29/04/2021;R$ 6.192,81;R$ 167.587,46;;;;
3;421;29/04/2021;R$ 15.201,98;R$ 568.170,48;;;;
3;431;29/04/2021;R$ 3.828,71;R$ 89.264,79;;;;
3;432;29/04/2021;R$ 16,96;R$ 164,49;;;;
3;436;29/04/2021;R$ 37.035,66;R$ 589.482,65;;;;
4;411;29/04/2021;R$ 11.547,18;R$ 302.622,43;;;;
4;431;29/04/2021;R$ 1.869,61;R$ 100.373,65;;;;
4;432;29/04/2021;R$ 267,75;R$ 1.601,32;;;;
6;411;29/04/2021;R$ 0;R$ 763,03;;;;
6;420;29/04/2021;R$ 0;R$ 0,00;;;;
6;423;29/04/2021;R$ 0;R$ 939,40;;;;
7;414;29/04/2021;R$ 5.590,89;R$ 140.098,86;;;;
7;415;29/04/2021;R$ 1.890,99;R$ 110.782,64;;;;
7;423;29/04/2021;R$ 1.832,60;R$ 127.264,98;;;;
7;432;29/04/2021;R$ 244,73;R$ 4.042,53;;;;
7;435;29/04/2021;R$ 21.907,30;R$ 164.192,56;;;;
8;414;29/04/2021;R$ 7.221,26;R$ 165.793,40;;;;
8;421;29/04/2021;R$ 12.618,38;R$ 458.306,45;;;;
8;426;29/04/2021;R$ 1.699,90;R$ 34.661,13;;;;
8;444;29/04/2021;R$ 159,15;R$ 3.216,39;;;;
9;414;29/04/2021;R$ 5.185,51;R$ 160.227,69;;;;
9;417;29/04/2021;R$ 0;R$ 0,00;;;;
9;422;29/04/2021;R$ 0;R$ 10.004,35;;;;
9;426;29/04/2021;R$ 1.443,34;R$ 22.185,96;;;;
9;430;29/04/2021;R$ 0;R$ 0,00;;;;
9;444;29/04/2021;R$ 113,76;R$ 3.365,81;;;;
10;425;29/04/2021;R$ 907,92;R$ 60.855,04;;;;
10;430;29/04/2021;R$ 0;R$ 0,00;;;;
10;442;29/04/2021;R$ 0;R$ 49,50;;;;
10;443;29/04/2021;R$ 1.425,98;R$ 67.322,80;;;;
11;411;29/04/2021;R$ 14.321,81;R$ 402.946,05;;;;
11;414;29/04/2021;R$ 4.553,65;R$ 156.061,97;;;;
11;416;29/04/2021;R$ 4.146,99;R$ 136.033,37;;;;
11;424;29/04/2021;R$ 2.445,12;R$ 112.062,20;;;;
11;425;29/04/2021;R$ 926,40;R$ 67.223,36;;;;
11;433;29/04/2021;R$ 15.768,37;R$ 104.983,67;;;;
11;435;29/04/2021;R$ 17.242,34;R$ 159.587,96;;;;
12;415;29/04/2021;R$ 1.039,20;R$ 88.727,45;;;;
12;416;29/04/2021;R$ 2.098,12;R$ 120.324,51;;;;
12;425;29/04/2021;R$ 709,90;R$ 40.797,41;;;;
12;426;29/04/2021;R$ 463,12;R$ 21.307,12;;;;
12;428;29/04/2021;R$ 2.114,94;R$ 24.811,99;;;;
14;421;29/04/2021;R$ 7.572,21;R$ 496.668,93;;;;
14;423;29/04/2021;R$ 2.002,54;R$ 117.375,12;;;;
14;426;29/04/2021;R$ 1.427,11;R$ 21.524,35;;;;
14;428;29/04/2021;R$ 2.945,01;R$ 15.343,37;;;;
15;411;29/04/2021;R$ 15.266,57;R$ 271.818,54;;;;
15;412;29/04/2021;R$ 5.741,18;R$ 365.331,11;;;;
15;421;29/04/2021;R$ 9.196,12;R$ 558.618,73;;;;
15;443;29/04/2021;R$ 1.966,56;R$ 53.328,22;;;;
16;412;29/04/2021;R$ 4.684,55;R$ 356.086,56;;;;
16;443;29/04/2021;R$ 1.843,76;R$ 61.154,82;;;;
16;445;29/04/2021;R$ 449,08;R$ 23.264,73;;;;
17;424;29/04/2021;R$ 2.942,21;R$ 105.765,18;;;;
17;426;29/04/2021;R$ 1.374,47;R$ 29.389,03;;;;
17;444;29/04/2021;R$ 58,13;R$ 2.508,90;;;;
18;413;29/04/2021;R$ 8.199,23;R$ 274.117,16;;;;
18;431;29/04/2021;R$ 1.468,23;R$ 70.804,88;;;;
1;417;30/04/2021;R$ 0;R$ 0,00;;;;
1;420;30/04/2021;R$ 4.572,46;R$ 193.176,71;;;;
1;433;30/04/2021;R$ 22.751,41;R$ 148.913,48;;;;
1;434;30/04/2021;R$ 3.241,41;R$ 15.360,98;;;;
1;442;30/04/2021;R$ 0;R$ 689,48;;;;
1;444;30/04/2021;R$ 156,29;R$ 4.179,87;;;;
2;412;30/04/2021;R$ 4.037,63;R$ 326.454,88;;;;
2;413;30/04/2021;R$ 14.290,33;R$ 375.023,12;;;;
2;423;30/04/2021;R$ 2.402,33;R$ 130.803,43;;;;
2;434;30/04/2021;R$ 2.153,28;R$ 8.107,69;;;;
2;435;30/04/2021;R$ 22.750,16;R$ 129.321,43;;;;
2;444;30/04/2021;R$ 361,24;R$ 4.122,79;;;;
3;416;30/04/2021;R$ 7.365,35;R$ 168.497,43;;;;
3;435;30/04/2021;R$ 52.882,86;R$ 196.939,43;;;;
3;436;30/04/2021;R$ 48.094,95;R$ 589.983,04;;;;
4;414;30/04/2021;R$ 5.854,54;R$ 110.576,82;;;;
4;422;30/04/2021;R$ 192,50;R$ 8.767,00;;;;
4;443;30/04/2021;R$ 1.635,89;R$ 61.556,28;;;;
6;411;30/04/2021;R$ 0;R$ 763,03;;;;
6;421;30/04/2021;R$ 760,61;R$ 653.975,80;;;;
7;414;30/04/2021;R$ 7.922,37;R$ 156.768,54;;;;
7;415;30/04/2021;R$ 2.559,83;R$ 114.834,38;;;;
7;435;30/04/2021;R$ 38.829,57;R$ 210.721,18;;;;
8;415;30/04/2021;R$ 3.274,15;R$ 101.880,34;;;;
9;414;30/04/2021;R$ 6.636,38;R$ 159.285,59;;;;
9;444;30/04/2021;R$ 187,26;R$ 3.388,15;;;;
10;420;30/04/2021;R$ 3.998,75;R$ 165.224,20;;;;
10;423;30/04/2021;R$ 2.677,29;R$ 132.741,42;;;;
10;440;30/04/2021;R$ 1.157,80;R$ 8.780,49;;;;
11;433;30/04/2021;R$ 18.755,72;R$ 95.766,23;;;;
11;444;30/04/2021;R$ 152,81;R$ 3.119,72;;;;
12;427;30/04/2021;R$ 220,36;R$ 9.577,01;;;;
12;431;30/04/2021;R$ 2.177,76;R$ 75.204,86;;;;
14;431;30/04/2021;R$ 3.465,30;R$ 101.498,75;;;;
14;433;30/04/2021;R$ 18.534,50;R$ 99.224,69;;;;
14;434;30/04/2021;R$ 2.820,45;R$ 10.779,50;;;;
15;414;30/04/2021;R$ 6.661,25;R$ 138.365,43;;;;
15;427;30/04/2021;R$ 915,54;R$ 9.806,74;;;;
15;428;30/04/2021;R$ 6.537,07;R$ 29.381,39;;;;
15;430;30/04/2021;R$ 0;R$ 0,00;;;;
16;414;30/04/2021;R$ 6.746,25;R$ 160.897,16;;;;
16;434;30/04/2021;R$ 3.208,47;R$ 11.948,26;;;;
16;440;30/04/2021;R$ 2.128,23;R$ 10.780,57;;;;
17;435;30/04/2021;R$ 20.505,14;R$ 133.654,37;;;;
17;442;30/04/2021;R$ 0;R$ 0,00;;;;
18;416;30/04/2021;R$ 4.569,07;R$ 94.544,78;;;;
18;420;30/04/2021;R$ 3.780,49;R$ 106.841,51;;;;
18;435;30/04/2021;R$ 30.782,59;R$ 139.772,15;;;;
18;444;30/04/2021;R$ 233,39;R$ 1.379,05;;;;
1;444;01/04/2021;R$ 266,80;R$ 4.290,68;;;;
2;411;01/04/2021;R$ 26.225,61;R$ 286.082,45;;;;
2;414;01/04/2021;R$ 8.430,79;R$ 127.271,37;;;;
2;415;01/04/2021;R$ 3.151,02;R$ 100.018,59;;;;
2;416;01/04/2021;R$ 6.554,56;R$ 97.926,81;;;;
2;427;01/04/2021;R$ 156,34;R$ 14.974,26;;;;
2;433;01/04/2021;R$ 27.321,51;R$ 101.736,00;;;;
2;436;01/04/2021;R$ 38.546,76;R$ 440.173,64;;;;
3;413;01/04/2021;R$ 82.419,43;R$ 539.610,60;;;;
3;427;01/04/2021;R$ 410,76;R$ 21.849,14;;;;
3;434;01/04/2021;R$ 6.065,75;R$ 14.612,13;;;;
3;435;01/04/2021;R$ 42.685,44;R$ 180.174,52;;;;
4;412;01/04/2021;R$ 4.495,26;R$ 307.659,01;;;;
4;413;01/04/2021;R$ 49.472,83;R$ 370.284,22;;;;
4;414;01/04/2021;R$ 8.848,40;R$ 129.262,36;;;;
4;415;01/04/2021;R$ 2.899,17;R$ 103.055,80;;;;
4;421;01/04/2021;R$ 5.368,29;R$ 412.351,08;;;;
4;431;01/04/2021;R$ 8.309,43;R$ 110.268,80;;;;
4;432;01/04/2021;R$ 195,85;R$ 1.560,46;;;;
4;435;01/04/2021;R$ 19.079,78;R$ 188.140,96;;;;
4;436;01/04/2021;R$ 39.510,59;R$ 498.717,20;;;;
4;444;01/04/2021;R$ 170,84;R$ 3.780,90;;;;
7;425;01/04/2021;R$ 5.318,89;R$ 47.314,25;;;;
7;428;01/04/2021;R$ 4.310,86;R$ 49.342,47;;;;
8;416;01/04/2021;R$ 8.259,95;R$ 115.315,88;;;;
8;440;01/04/2021;R$ 1.983,65;R$ 14.222,18;;;;
8;441;01/04/2021;R$ 422,57;R$ 22.502,53;;;;
8;442;01/04/2021;R$ 0;R$ 0,00;;;;
9;423;01/04/2021;R$ 18.249,72;R$ 141.737,97;;;;
9;440;01/04/2021;R$ 19,52;R$ 9.798,77;;;;
9;443;01/04/2021;R$ 2.442,64;R$ 57.420,44;;;;
10;421;01/04/2021;R$ 11.267,85;R$ 536.438,04;;;;
10;425;01/04/2021;R$ 4.512,63;R$ 70.365,18;;;;
10;444;01/04/2021;R$ 504,77;R$ 3.364,48;;;;
10;445;01/04/2021;R$ 631,78;R$ 25.802,04;;;;
12;411;01/04/2021;R$ 21.491,61;R$ 262.451,86;;;;
12;421;01/04/2021;R$ 5.333,52;R$ 436.240,84;;;;
12;426;01/04/2021;R$ 1.132,93;R$ 26.526,17;;;;
12;441;01/04/2021;R$ 194,16;R$ 19.544,51;;;;
12;443;01/04/2021;R$ 1.610,05;R$ 55.916,67;;;;
14;415;01/04/2021;R$ 3.457,27;R$ 99.676,58;;;;
14;421;01/04/2021;R$ 9.581,57;R$ 486.274,56;;;;
14;422;01/04/2021;R$ 254,84;R$ 8.204,60;;;;
14;424;01/04/2021;R$ 6.477,25;R$ 108.158,67;;;;
14;426;01/04/2021;R$ 1.697,59;R$ 45.406,52;;;;
14;435;01/04/2021;R$ 35.275,93;R$ 164.323,79;;;;
14;440;01/04/2021;R$ 1.451,84;R$ 20.241,32;;;;
14;441;01/04/2021;R$ 293,75;R$ 28.530,58;;;;
14;445;01/04/2021;R$ 604,03;R$ 23.165,71;;;;
15;411;01/04/2021;R$ 22.538,11;R$ 254.155,89;;;;
15;432;01/04/2021;R$ 339,23;R$ 906,85;;;;
16;415;01/04/2021;R$ 3.288,42;R$ 96.927,78;;;;
16;417;01/04/2021;R$ 0;R$ 12.219,06;;;;
16;423;01/04/2021;R$ 21.759,45;R$ 133.107,65;;;;
16;425;01/04/2021;R$ 6.767,17;R$ 66.999,38;;;;
16;431;01/04/2021;R$ 12.407,79;R$ 123.286,31;;;;
16;435;01/04/2021;R$ 26.188,28;R$ 101.299,04;;;;
17;416;01/04/2021;R$ 5.062,81;R$ 105.985,12;;;;
17;426;01/04/2021;R$ 2.223,80;R$ 25.998,28;;;;
17;427;01/04/2021;R$ 545,19;R$ 13.886,41;;;;
17;430;01/04/2021;R$ 0;R$ 0,00;;;;
17;433;01/04/2021;R$ 28.998,26;R$ 95.819,93;;;;
18;412;01/04/2021;R$ 3.114,47;R$ 219.578,85;;;;
18;425;01/04/2021;R$ 5.128,34;R$ 37.550,35;;;;
18;435;01/04/2021;R$ 20.062,99;R$ 104.798,79;;;;
1;415;02/04/2021;R$ 2.165,80;R$ 110.675,18;;;;
1;422;02/04/2021;R$ 317,95;R$ 7.442,14;;;;
1;428;02/04/2021;R$ 4.315,49;R$ 28.308,16;;;;
1;440;02/04/2021;R$ 2.021,60;R$ 17.460,57;;;;
1;444;02/04/2021;R$ 219,43;R$ 4.071,21;;;;
2;414;02/04/2021;R$ 4.158,59;R$ 129.730,86;;;;
2;422;02/04/2021;R$ 195,43;R$ 8.868,63;;;;
3;416;02/04/2021;R$ 5.607,96;R$ 130.306,75;;;;
3;417;02/04/2021;R$ 0;R$ 0,00;;;;
3;435;02/04/2021;R$ 37.138,25;R$ 213.951,57;;;;
3;445;02/04/2021;R$ 460,67;R$ 30.281,51;;;;
4;412;02/04/2021;R$ 1.602,71;R$ 307.483,03;;;;
4;416;02/04/2021;R$ 2.397,53;R$ 100.225,72;;;;
4;424;02/04/2021;R$ 1.687,96;R$ 107.442,39;;;;
4;426;02/04/2021;R$ 1.047,14;R$ 23.725,87;;;;
7;413;02/04/2021;R$ 27.039,32;R$ 375.841,91;;;;
7;415;02/04/2021;R$ 1.836,46;R$ 114.152,19;;;;
7;425;02/04/2021;R$ 2.231,98;R$ 46.151,43;;;;
8;416;02/04/2021;R$ 4.978,17;R$ 110.345,87;;;;
8;422;02/04/2021;R$ 180,33;R$ 6.811,19;;;;
8;431;02/04/2021;R$ 3.923,27;R$ 154.492,53;;;;
8;442;02/04/2021;R$ 0;R$ 0,00;;;;
9;413;02/04/2021;R$ 19.938,24;R$ 412.454,47;;;;
9;420;02/04/2021;R$ 2.941,24;R$ 143.214,56;;;;
9;424;02/04/2021;R$ 2.948,21;R$ 86.990,81;;;;
10;415;02/04/2021;R$ 1.874,63;R$ 104.310,58;;;;
10;420;02/04/2021;R$ 2.960,83;R$ 149.121,24;;;;
10;428;02/04/2021;R$ 4.257,26;R$ 31.994,03;;;;
10;445;02/04/2021;R$ 372,37;R$ 25.429,75;;;;
11;416;02/04/2021;R$ 3.743,10;R$ 112.734,64;;;;
11;430;02/04/2021;R$ 0;R$ 0,00;;;;
12;420;02/04/2021;R$ 2.602,35;R$ 124.956,98;;;;
12;425;02/04/2021;R$ 2.453,07;R$ 41.018,48;;;;
12;433;02/04/2021;R$ 11.358,64;R$ 94.958,08;;;;
12;443;02/04/2021;R$ 964,70;R$ 55.404,80;;;;
14;415;02/04/2021;R$ 2.275,17;R$ 99.004,79;;;;
14;423;02/04/2021;R$ 14.985,05;R$ 124.342,68;;;;
14;430;02/04/2021;R$ 0;R$ 0,00;;;;
14;436;02/04/2021;R$ 27.313,08;R$ 454.068,53;;;;
15;436;02/04/2021;R$ 16.313,81;R$ 551.066,18;;;;
15;443;02/04/2021;R$ 1.096,62;R$ 58.922,10;;;;
16;435;02/04/2021;R$ 21.200,15;R$ 128.001,25;;;;
16;440;02/04/2021;R$ 1.694,43;R$ 11.789,47;;;;
16;443;02/04/2021;R$ 1.298,76;R$ 55.693,59;;;;
17;440;02/04/2021;R$ 1.288,45;R$ 15.950,95;;;;
17;442;02/04/2021;R$ 0;R$ 0,00;;;;
17;444;02/04/2021;R$ 119,24;R$ 2.187,52;;;;
18;411;02/04/2021;R$ 15.008,31;R$ 175.058,82;;;;
18;416;02/04/2021;R$ 2.864,26;R$ 80.900,47;;;;
18;422;02/04/2021;R$ 93,53;R$ 8.785,71;;;;
18;435;02/04/2021;R$ 18.529,76;R$ 153.275,52;;;;
18;441;02/04/2021;R$ 217,45;R$ 17.883,01;;;;
1;412;03/04/2021;R$ 6.030,73;R$ 329.550,95;;;;
1;424;03/04/2021;R$ 5.675,22;R$ 125.720,58;;;;
1;440;03/04/2021;R$ 2.747,43;R$ 15.302,67;;;;
2;413;03/04/2021;R$ 27.211,89;R$ 369.913,98;;;;
2;430;03/04/2021;R$ 0;R$ 0,00;;;;
2;436;03/04/2021;R$ 32.572,30;R$ 404.359,74;;;;
2;441;03/04/2021;R$ 316,94;R$ 25.135,74;;;;
2;444;03/04/2021;R$ 946,85;R$ 3.676,92;;;;
3;425;03/04/2021;R$ 3.065,31;R$ 54.417,77;;;;
4;412;03/04/2021;R$ 3.242,17;R$ 305.760,36;;;;
4;414;03/04/2021;R$ 7.346,08;R$ 128.164,06;;;;
4;416;03/04/2021;R$ 4.642,79;R$ 103.379,26;;;;
4;422;03/04/2021;R$ 123,94;R$ 8.522,16;;;;
4;441;03/04/2021;R$ 254,85;R$ 29.971,13;;;;
4;445;03/04/2021;R$ 739,30;R$ 22.784,61;;;;
7;424;03/04/2021;R$ 5.360,55;R$ 105.231,04;;;;
7;425;03/04/2021;R$ 3.026,04;R$ 43.125,45;;;;
7;435;03/04/2021;R$ 67.442,31;R$ 159.305,05;;;;
8;412;03/04/2021;R$ 6.512,07;R$ 325.779,15;;;;
8;416;03/04/2021;R$ 7.189,87;R$ 119.631,37;;;;
8;425;03/04/2021;R$ 4.196,11;R$ 51.167,28;;;;
8;430;03/04/2021;R$ 0;R$ 0,00;;;;
8;431;03/04/2021;R$ 5.571,64;R$ 149.029,51;;;;
8;441;03/04/2021;R$ 162,72;R$ 23.503,56;;;;
9;420;03/04/2021;R$ 3.688,10;R$ 146.223,00;;;;
9;426;03/04/2021;R$ 2.108,90;R$ 32.637,58;;;;
9;441;03/04/2021;R$ 398,11;R$ 29.981,22;;;;
10;441;03/04/2021;R$ 463,78;R$ 25.045,64;;;;
10;444;03/04/2021;R$ 1.196,27;R$ 1.882,88;;;;
10;445;03/04/2021;R$ 672,57;R$ 25.272,25;;;;
11;414;03/04/2021;R$ 8.948,72;R$ 142.605,91;;;;
11;424;03/04/2021;R$ 4.408,59;R$ 97.881,89;;;;
11;427;03/04/2021;R$ 362,49;R$ 15.602,40;;;;
11;440;03/04/2021;R$ 2.704,73;R$ 13.577,77;;;;
11;444;03/04/2021;R$ 269,23;R$ 2.777,57;;;;
12;425;03/04/2021;R$ 2.721,10;R$ 40.533,08;;;;
12;441;03/04/2021;R$ 316,38;R$ 19.236,51;;;;
14;411;03/04/2021;R$ 39.545,04;R$ 290.802,89;;;;
14;421;03/04/2021;R$ 9.108,55;R$ 492.693,12;;;;
14;428;03/04/2021;R$ 3.401,02;R$ 17.720,60;;;;
14;433;03/04/2021;R$ 26.373,28;R$ 95.468,48;;;;
15;416;03/04/2021;R$ 3.576,71;R$ 104.087,70;;;;
15;422;03/04/2021;R$ 548,64;R$ 5.655,98;;;;
15;435;03/04/2021;R$ 41.672,60;R$ 172.704,87;;;;
15;441;03/04/2021;R$ 366,50;R$ 18.798,23;;;;
16;411;03/04/2021;R$ 30.377,99;R$ 305.582,89;;;;
16;433;03/04/2021;R$ 27.408,11;R$ 122.225,01;;;;
17;433;03/04/2021;R$ 23.190,77;R$ 96.162,47;;;;
17;441;03/04/2021;R$ 326,86;R$ 18.123,78;;;;
18;427;03/04/2021;R$ 298,20;R$ 12.407,58;;;;
18;433;03/04/2021;R$ 18.412,24;R$ 86.673,47;;;;
18;444;03/04/2021;R$ 411,33;R$ 1.803,31;;;;
1;414;04/04/2021;R$ 0;R$ 143.386,96;;;;
1;433;04/04/2021;R$ 0;R$ 156.219,64;;;;
2;416;04/04/2021;R$ 0;R$ 103.174,86;;;;
2;444;04/04/2021;R$ 0;R$ 3.649,82;;;;
3;432;04/04/2021;R$ 0;R$ 174,31;;;;
3;433;04/04/2021;R$ 0;R$ 152.023,08;;;;
3;436;04/04/2021;R$ 0;R$ 547.691,12;;;;
7;415;04/04/2021;R$ 0;R$ 112.429,22;;;;
7;432;04/04/2021;R$ 0;R$ 4.373,85;;;;
7;436;04/04/2021;R$ 0;R$ 459.993,43;;;;
8;421;04/04/2021;R$ 0;R$ 463.392,87;;;;
8;440;04/04/2021;R$ 0;R$ 12.385,06;;;;
9;414;04/04/2021;R$ 0;R$ 149.040,81;;;;
9;420;04/04/2021;R$ 0;R$ 145.595,68;;;;
9;432;04/04/2021;R$ 0;R$ 848,63;;;;
10;417;04/04/2021;R$ 0;R$ 0,00;;;;
10;425;04/04/2021;R$ 0;R$ 69.320,28;;;;
10;432;04/04/2021;R$ 0;R$ 1.001,00;;;;
10;440;04/04/2021;R$ 0;R$ 9.727,00;;;;
10;444;04/04/2021;R$ 0;R$ 1.891,89;;;;
11;417;04/04/2021;R$ 0;R$ 1.568,28;;;;
11;424;04/04/2021;R$ 0;R$ 96.033,80;;;;
11;431;04/04/2021;R$ 0;R$ 122.967,45;;;;
11;435;04/04/2021;R$ 0;R$ 161.179,99;;;;
11;441;04/04/2021;R$ 0;R$ 29.119,56;;;;
12;413;04/04/2021;R$ 0;R$ 375.452,08;;;;
12;433;04/04/2021;R$ 0;R$ 91.676,43;;;;
12;441;04/04/2021;R$ 0;R$ 19.088,03;;;;
12;443;04/04/2021;R$ 0;R$ 58.120,35;;;;
14;415;04/04/2021;R$ 0;R$ 98.162,00;;;;
14;424;04/04/2021;R$ 0;R$ 97.827,46;;;;
14;427;04/04/2021;R$ 0;R$ 11.495,14;;;;
15;412;04/04/2021;R$ 0;R$ 358.823,72;;;;
15;422;04/04/2021;R$ 0;R$ 6.236,64;;;;
