FILIAL;SECAO;DATA;TOTAL 
10;427;17/04/2021;R$1023,23;
10;428;17/04/2021;R$14804,76;
10;431;17/04/2021;R$6926,89;
10;436;17/04/2021;R$65394,95;
10;445;17/04/2021;R$1237,16;
11;424;17/04/2021;R$8618,88;
11;431;17/04/2021;R$7789,52;
11;436;17/04/2021;R$56913,87;
12;411;17/04/2021;R$21090,89;
12;414;17/04/2021;R$7351,83;
12;421;17/04/2021;R$15877,13;
12;441;17/04/2021;R$628,78;
12;443;17/04/2021;R$1864,05;
14;424;17/04/2021;R$8199,22;
14;428;17/04/2021;R$11908,97;
14;434;17/04/2021;R$15281,17;
14;445;17/04/2021;R$1079,69;
15;435;17/04/2021;R$62994,2;
15;441;17/04/2021;R$963,52;
16;413;17/04/2021;R$28566,44;
16;424;17/04/2021;R$10178,42;
16;440;17/04/2021;R$5491,38;
17;412;17/04/2021;R$8549,05;
17;432;17/04/2021;R$841,51;
17;445;17/04/2021;R$700,53;
18;436;17/04/2021;R$38280,4;
18;441;17/04/2021;R$522,71;
1;412;18/04/2021;R$0;
1;435;18/04/2021;R$0;
1;436;18/04/2021;R$0;
1;444;18/04/2021;R$0;
2;434;18/04/2021;R$0;
3;413;18/04/2021;R$0;
3;415;18/04/2021;R$0;
3;416;18/04/2021;R$0;
3;420;18/04/2021;R$0;
3;421;18/04/2021;R$0;
4;428;18/04/2021;R$0;
6;423;18/04/2021;R$0;
7;422;18/04/2021;R$0;
7;425;18/04/2021;R$0;
7;441;18/04/2021;R$0;
8;421;18/04/2021;R$595,73;
8;422;18/04/2021;R$0;
8;428;18/04/2021;R$240,69;
8;441;18/04/2021;R$0;
9;411;18/04/2021;R$0;
9;421;18/04/2021;R$0;
9;423;18/04/2021;R$0;
9;445;18/04/2021;R$0;
10;411;18/04/2021;R$0;
10;416;18/04/2021;R$0;
10;428;18/04/2021;R$0;
10;435;18/04/2021;R$0;
10;441;18/04/2021;R$0;
10;442;18/04/2021;R$0;
11;420;18/04/2021;R$0;
11;421;18/04/2021;R$0;
11;445;18/04/2021;R$0;
12;416;18/04/2021;R$3538,3;
12;424;18/04/2021;R$2572,61;
12;428;18/04/2021;R$1999,81;
12;445;18/04/2021;R$601,45;
14;414;18/04/2021;R$0;
14;435;18/04/2021;R$0;
14;436;18/04/2021;R$0;
14;443;18/04/2021;R$0;
14;445;18/04/2021;R$0;
15;436;18/04/2021;R$0;
16;424;18/04/2021;R$371,02;
16;444;18/04/2021;R$153,67;
17;416;18/04/2021;R$4,99;
17;427;18/04/2021;R$0;
17;428;18/04/2021;R$53,52;
17;430;18/04/2021;R$0;
17;435;18/04/2021;R$0;
17;441;18/04/2021;R$0;
18;433;18/04/2021;R$0;
1;411;19/04/2021;R$17871,37;
1;424;19/04/2021;R$6528,67;
1;442;19/04/2021;R$0;
2;414;19/04/2021;R$9445,54;
2;430;19/04/2021;R$0;
2;444;19/04/2021;R$81,48;
3;413;19/04/2021;R$30773,81;
3;444;19/04/2021;R$135,83;
4;443;19/04/2021;R$2993,94;
7;413;19/04/2021;R$18122,8;
7;424;19/04/2021;R$4476,42;
7;431;19/04/2021;R$3008,02;
7;435;19/04/2021;R$23530,23;
8;411;19/04/2021;R$22164,18;
8;414;19/04/2021;R$12575,39;
8;422;19/04/2021;R$188,18;
8;423;19/04/2021;R$5944,66;
8;428;19/04/2021;R$7741,68;
8;432;19/04/2021;R$72,8;
9;422;19/04/2021;R$59,86;
9;433;19/04/2021;R$37752,15;
10;413;19/04/2021;R$16932,87;
10;417;19/04/2021;R$0;
10;420;19/04/2021;R$792;
10;422;19/04/2021;R$414,63;
10;434;19/04/2021;R$6957,2;
11;411;19/04/2021;R$13402,12;
11;413;19/04/2021;R$18389;
11;415;19/04/2021;R$4648,58;
11;421;19/04/2021;R$8836,4;
11;422;19/04/2021;R$18,49;
11;431;19/04/2021;R$4344,65;
11;432;19/04/2021;R$1039,3;
11;433;19/04/2021;R$27910,39;
11;434;19/04/2021;R$8155,53;
12;416;19/04/2021;R$3709,68;
12;422;19/04/2021;R$23,97;
12;432;19/04/2021;R$245,78;
14;432;19/04/2021;R$329,31;
14;445;19/04/2021;R$867,34;
15;426;19/04/2021;R$2221,32;
15;431;19/04/2021;R$5031,95;
15;434;19/04/2021;R$8200,2;
16;426;19/04/2021;R$2118,47;
16;427;19/04/2021;R$304,45;
16;431;19/04/2021;R$4175,52;
16;435;19/04/2021;R$22421,84;
16;444;19/04/2021;R$69,42;
16;445;19/04/2021;R$765,97;
17;415;19/04/2021;R$4052,82;
17;417;19/04/2021;R$0;
17;424;19/04/2021;R$4859,35;
17;434;19/04/2021;R$6639,16;
18;423;19/04/2021;R$1629,33;
18;431;19/04/2021;R$2320,12;
1;430;20/04/2021;R$0;
1;431;20/04/2021;R$6010,24;
1;433;20/04/2021;R$36790,56;
1;434;20/04/2021;R$12641,62;
2;413;20/04/2021;R$20231,48;
3;413;20/04/2021;R$34636,31;
3;423;20/04/2021;R$5283,5;
3;424;20/04/2021;R$8650,23;
3;428;20/04/2021;R$14586,83;
4;413;20/04/2021;R$19369,04;
4;422;20/04/2021;R$15,98;
4;425;20/04/2021;R$1151,89;
4;428;20/04/2021;R$9169,05;
4;433;20/04/2021;R$24444,78;
4;434;20/04/2021;R$10952,31;
4;436;20/04/2021;R$35504,29;
4;440;20/04/2021;R$1522,84;
6;423;20/04/2021;R$0;
7;414;20/04/2021;R$10067,19;
7;435;20/04/2021;R$27660,46;
7;443;20/04/2021;R$3642,74;
8;414;20/04/2021;R$13651,24;
8;430;20/04/2021;R$0;
8;434;20/04/2021;R$12311,98;
8;440;20/04/2021;R$3359,58;
9;412;20/04/2021;R$5968,25;
9;432;20/04/2021;R$95,5;
9;441;20/04/2021;R$647,94;
9;445;20/04/2021;R$802,28;
10;422;20/04/2021;R$108,62;
10;432;20/04/2021;R$325,41;
10;442;20/04/2021;R$0;
10;444;20/04/2021;R$349,69;
11;423;20/04/2021;R$3557,62;
11;427;20/04/2021;R$616,96;
11;428;20/04/2021;R$9680,02;
11;430;20/04/2021;R$0;
11;431;20/04/2021;R$4976,6;
11;434;20/04/2021;R$9786,61;
11;435;20/04/2021;R$22179,59;
12;411;20/04/2021;R$10521,9;
14;420;20/04/2021;R$3899,78;
14;425;20/04/2021;R$2163,52;
14;431;20/04/2021;R$3971,76;
14;445;20/04/2021;R$518,31;
15;426;20/04/2021;R$2559,06;
15;430;20/04/2021;R$0;
15;444;20/04/2021;R$736,34;
16;413;20/04/2021;R$21888,04;
16;425;20/04/2021;R$2988,38;
16;427;20/04/2021;R$791,66;
17;413;20/04/2021;R$16255,18;
17;420;20/04/2021;R$3578,51;
17;433;20/04/2021;R$27979,86;
17;436;20/04/2021;R$36257;
17;441;20/04/2021;R$636,17;
18;411;20/04/2021;R$17497,15;
18;421;20/04/2021;R$12891,26;
1;424;21/04/2021;R$4970,79;
1;426;21/04/2021;R$2390,28;
1;427;21/04/2021;R$126,79;
1;432;21/04/2021;R$908;
1;443;21/04/2021;R$3553,88;
2;414;21/04/2021;R$6539,91;
2;425;21/04/2021;R$1067,39;
2;435;21/04/2021;R$15645,56;
3;412;21/04/2021;R$8112,4;
3;415;21/04/2021;R$4837,44;
3;426;21/04/2021;R$4318,32;
3;443;21/04/2021;R$4120,82;
4;420;21/04/2021;R$1103,77;
4;427;21/04/2021;R$164,7;
4;444;21/04/2021;R$336,03;
6;421;21/04/2021;R$0;
6;423;21/04/2021;R$0;
8;413;21/04/2021;R$19725,27;
8;424;21/04/2021;R$7296,91;
8;428;21/04/2021;R$7750,95;
8;440;21/04/2021;R$2412,64;
9;411;21/04/2021;R$19132,79;
9;426;21/04/2021;R$1498,4;
9;441;21/04/2021;R$306,52;
10;412;21/04/2021;R$5469,72;
10;416;21/04/2021;R$7087,77;
11;412;21/04/2021;R$5696,09;
11;431;21/04/2021;R$3974,88;
12;411;21/04/2021;R$12224,45;
12;431;21/04/2021;R$2115,89;
14;422;21/04/2021;R$209,25;
14;423;21/04/2021;R$3936,1;
14;436;21/04/2021;R$34897,28;
14;445;21/04/2021;R$674,58;
15;413;21/04/2021;R$22913,69;
15;422;21/04/2021;R$475,32;
15;435;21/04/2021;R$26335,02;
16;431;21/04/2021;R$3234,34;
16;445;21/04/2021;R$596,96;
17;428;21/04/2021;R$7155,52;
17;430;21/04/2021;R$0;
18;420;21/04/2021;R$1997,48;
18;443;21/04/2021;R$1994,33;
2;414;22/04/2021;R$7948,09;
2;430;22/04/2021;R$0;
3;421;22/04/2021;R$23423,63;
3;434;22/04/2021;R$15125,49;
4;423;22/04/2021;R$2198,96;
4;445;22/04/2021;R$984,53;
6;421;22/04/2021;R$8694,93;
7;415;22/04/2021;R$3238,57;
7;423;22/04/2021;R$3163,86;
7;440;22/04/2021;R$1775,36;
7;442;22/04/2021;R$0;
8;431;22/04/2021;R$3654,44;
9;420;22/04/2021;R$1567,97;
9;440;22/04/2021;R$2198,44;
9;445;22/04/2021;R$557,11;
10;415;22/04/2021;R$3054,64;
10;423;22/04/2021;R$3170,46;
10;425;22/04/2021;R$1308,24;
11;413;22/04/2021;R$14579,47;
11;416;22/04/2021;R$6478,31;
11;425;22/04/2021;R$1294,49;
12;424;22/04/2021;R$2118,58;
12;425;22/04/2021;R$1523,59;
12;428;22/04/2021;R$5809,24;
12;431;22/04/2021;R$1468,49;
12;436;22/04/2021;R$15890,7;
12;440;22/04/2021;R$1355,15;
14;420;22/04/2021;R$3553,16;
14;432;22/04/2021;R$262,95;
14;435;22/04/2021;R$15694,73;
14;443;22/04/2021;R$2398,77;
15;433;22/04/2021;R$29123,72;
15;435;22/04/2021;R$20474,45;
16;414;22/04/2021;R$8220,13;
16;416;22/04/2021;R$7353,91;
16;417;22/04/2021;R$0;
16;426;22/04/2021;R$1500,06;
16;431;22/04/2021;R$4211,79;
16;435;22/04/2021;R$18112,42;
16;443;22/04/2021;R$3153,15;
17;411;22/04/2021;R$13250,14;
18;413;22/04/2021;R$10774,89;
18;414;22/04/2021;R$6098,44;
18;415;22/04/2021;R$2930,41;
18;424;22/04/2021;R$2920,43;
18;435;22/04/2021;R$15413,6;
18;444;22/04/2021;R$100,84;
1;442;23/04/2021;R$0;
1;445;23/04/2021;R$1613,37;
2;411;23/04/2021;R$26711,38;
2;416;23/04/2021;R$7297,76;
2;423;23/04/2021;R$4030,3;
2;435;23/04/2021;R$27493,73;
2;444;23/04/2021;R$477,07;
3;420;23/04/2021;R$8241,84;
3;442;23/04/2021;R$0;
3;445;23/04/2021;R$980,34;
4;414;23/04/2021;R$8270,14;
4;434;23/04/2021;R$10463,96;
4;435;23/04/2021;R$17678,85;
7;413;23/04/2021;R$22260,83;
7;416;23/04/2021;R$9078,97;
7;422;23/04/2021;R$150,97;
7;427;23/04/2021;R$143,78;
7;434;23/04/2021;R$12302,54;
7;445;23/04/2021;R$997,95;
8;416;23/04/2021;R$11396,56;
9;414;23/04/2021;R$10412,37;
9;428;23/04/2021;R$10809,49;
9;434;23/04/2021;R$10494,46;
9;443;23/04/2021;R$4150,99;
10;417;23/04/2021;R$0;
10;430;23/04/2021;R$0;
10;434;23/04/2021;R$8519,59;
11;422;23/04/2021;R$149,62;
11;432;23/04/2021;R$970,07;
11;441;23/04/2021;R$509,66;
12;420;23/04/2021;R$4874,89;
12;421;23/04/2021;R$17297,81;
12;424;23/04/2021;R$2923,54;
12;425;23/04/2021;R$1545,42;
12;430;23/04/2021;R$0;
14;414;23/04/2021;R$8774,76;
14;416;23/04/2021;R$5839,36;
14;430;23/04/2021;R$0;
14;431;23/04/2021;R$4617,48;
15;412;23/04/2021;R$6723,87;
15;414;23/04/2021;R$9996,44;
15;420;23/04/2021;R$6874,17;
15;428;23/04/2021;R$16105,38;
16;413;23/04/2021;R$19941,62;
16;417;23/04/2021;R$0;
16;421;23/04/2021;R$27008,01;
16;422;23/04/2021;R$403,14;
16;443;23/04/2021;R$3363,93;
17;421;23/04/2021;R$20650,49;
17;424;23/04/2021;R$5192,62;
18;426;23/04/2021;R$1424,63;
18;434;23/04/2021;R$8734,77;
18;445;23/04/2021;R$398,38;
1;435;24/04/2021;R$37168,7;
1;445;24/04/2021;R$1412,21;
2;435;24/04/2021;R$37311,28;
2;436;24/04/2021;R$42109,76;
2;441;24/04/2021;R$713,66;
3;417;24/04/2021;R$0;
3;426;24/04/2021;R$5331,02;
4;412;24/04/2021;R$4144,25;
4;421;24/04/2021;R$11879,55;
4;443;24/04/2021;R$3062,09;
4;445;24/04/2021;R$763,85;
7;425;24/04/2021;R$2892,99;
7;428;24/04/2021;R$9261,69;
8;416;24/04/2021;R$11497,14;
8;422;24/04/2021;R$496,84;
8;425;24/04/2021;R$3216,04;
8;444;24/04/2021;R$1936,69;
9;421;24/04/2021;R$34362,22;
9;423;24/04/2021;R$4291,8;
9;427;24/04/2021;R$914,91;
9;431;24/04/2021;R$6620,29;
10;411;24/04/2021;R$40366,45;
10;421;24/04/2021;R$24861,36;
10;422;24/04/2021;R$197,58;
10;428;24/04/2021;R$13836,34;
10;436;24/04/2021;R$57338,08;
10;445;24/04/2021;R$1158,07;
11;411;24/04/2021;R$34788,62;
11;417;24/04/2021;R$0;
11;421;24/04/2021;R$22672,98;
11;422;24/04/2021;R$244,47;
11;423;24/04/2021;R$6434,22;
11;431;24/04/2021;R$7070,49;
12;413;24/04/2021;R$13441,21;
12;432;24/04/2021;R$242,79;
12;436;24/04/2021;R$28025,45;
14;414;24/04/2021;R$14580,95;
14;434;24/04/2021;R$14600,01;
14;435;24/04/2021;R$64286,29;
15;424;24/04/2021;R$9844,75;
15;433;24/04/2021;R$43440,39;
15;434;24/04/2021;R$14724,43;
15;444;24/04/2021;R$1406,01;
16;444;24/04/2021;R$995,58;
17;425;24/04/2021;R$2774,32;
17;431;24/04/2021;R$5041,57;
18;413;24/04/2021;R$19497,19;
18;414;24/04/2021;R$8967,59;
18;420;24/04/2021;R$3945,53;
18;422;24/04/2021;R$50,97;
18;427;24/04/2021;R$503,12;
18;444;24/04/2021;R$1013,74;
1;426;25/04/2021;R$0;
1;427;25/04/2021;R$0;
1;441;25/04/2021;R$0;
2;411;25/04/2021;R$0;
2;415;25/04/2021;R$0;
2;422;25/04/2021;R$0;
2;424;25/04/2021;R$0;
2;428;25/04/2021;R$0;
2;435;25/04/2021;R$0;
4;415;25/04/2021;R$0;
4;434;25/04/2021;R$0;
6;421;25/04/2021;R$0;
7;423;25/04/2021;R$0;
8;411;25/04/2021;R$1305,85;
8;417;25/04/2021;R$0;
8;423;25/04/2021;R$164,65;
8;424;25/04/2021;R$534,72;
10;416;25/04/2021;R$0;
10;420;25/04/2021;R$0;
10;421;25/04/2021;R$0;
10;428;25/04/2021;R$0;
10;430;25/04/2021;R$0;
10;432;25/04/2021;R$0;
10;441;25/04/2021;R$0;
10;444;25/04/2021;R$0;
11;430;25/04/2021;R$0;
11;431;25/04/2021;R$0;
11;435;25/04/2021;R$0;
12;428;25/04/2021;R$3640,71;
14;420;25/04/2021;R$0;
15;413;25/04/2021;R$0;
15;417;25/04/2021;R$0;
15;430;25/04/2021;R$0;
16;411;25/04/2021;R$1190,24;
16;412;25/04/2021;R$320,02;
16;415;25/04/2021;R$255,11;
16;427;25/04/2021;R$0;
16;434;25/04/2021;R$139,08;
16;440;25/04/2021;R$33,98;
16;443;25/04/2021;R$133,63;
17;411;25/04/2021;R$83,8;
17;414;25/04/2021;R$8,67;
17;435;25/04/2021;R$0;
17;445;25/04/2021;R$0;
18;434;25/04/2021;R$0;
1;413;26/04/2021;R$23298,33;
1;435;26/04/2021;R$22014,63;
1;440;26/04/2021;R$2403,9;
1;442;26/04/2021;R$0;
2;415;26/04/2021;R$5051,29;
2;421;26/04/2021;R$4982,4;
2;425;26/04/2021;R$1334,7;
2;440;26/04/2021;R$1536,3;
2;444;26/04/2021;R$64,26;
3;413;26/04/2021;R$30763,44;
3;414;26/04/2021;R$15654,64;
3;416;26/04/2021;R$12745,45;
3;431;26/04/2021;R$7346,93;
3;445;26/04/2021;R$1133,86;
4;412;26/04/2021;R$4451,41;
4;423;26/04/2021;R$2096,57;
4;425;26/04/2021;R$912,62;
4;427;26/04/2021;R$201,74;
4;441;26/04/2021;R$542,58;
4;443;26/04/2021;R$3079,28;
7;423;26/04/2021;R$2268,28;
7;426;26/04/2021;R$1888,1;
7;431;26/04/2021;R$3018,7;
7;432;26/04/2021;R$877,94;
7;436;26/04/2021;R$41217,14;
7;445;26/04/2021;R$957,4;
8;413;26/04/2021;R$26645,64;
8;414;26/04/2021;R$13807,18;
8;417;26/04/2021;R$0;
8;423;26/04/2021;R$5488,84;
8;431;26/04/2021;R$4090,89;
8;440;26/04/2021;R$2186,26;
9;411;26/04/2021;R$15562,5;
9;412;26/04/2021;R$6290,1;
9;423;26/04/2021;R$3360,03;
10;442;26/04/2021;R$0;
11;411;26/04/2021;R$13408,62;
11;414;26/04/2021;R$8006,35;
11;415;26/04/2021;R$3805,48;
11;420;26/04/2021;R$1872,37;
11;432;26/04/2021;R$852,87;
11;433;26/04/2021;R$28812,52;
11;441;26/04/2021;R$545,16;
12;424;26/04/2021;R$2230,83;
12;428;26/04/2021;R$5688,85;
12;440;26/04/2021;R$965,58;
14;443;26/04/2021;R$2423,02;
14;445;26/04/2021;R$709,22;
15;423;26/04/2021;R$4642,57;
15;424;26/04/2021;R$5593,02;
15;430;26/04/2021;R$0;
15;443;26/04/2021;R$4041,95;
16;427;26/04/2021;R$573,86;
16;431;26/04/2021;R$4028,54;
18;432;26/04/2021;R$165,3;
18;435;26/04/2021;R$18383,14;
18;441;26/04/2021;R$354,4;
1;415;27/04/2021;R$5103,8;
1;440;27/04/2021;R$2222,14;
2;413;27/04/2021;R$15717,75;
2;428;27/04/2021;R$8057,03;
2;435;27/04/2021;R$15479,84;
3;413;27/04/2021;R$27417,64;
3;422;27/04/2021;R$207,14;
3;424;27/04/2021;R$5998,24;
3;428;27/04/2021;R$11447,31;
3;431;27/04/2021;R$5845,31;
3;443;27/04/2021;R$5235,86;
4;413;27/04/2021;R$15395,15;
4;414;27/04/2021;R$7010,47;
4;423;27/04/2021;R$2138,21;
6;421;27/04/2021;R$2431,5;
7;415;27/04/2021;R$3740,55;
7;423;27/04/2021;R$3045,53;
7;443;27/04/2021;R$2626,21;
8;426;27/04/2021;R$1920,03;
9;433;27/04/2021;R$32417,44;
9;443;27/04/2021;R$4249,75;
10;414;27/04/2021;R$8185,23;
10;440;27/04/2021;R$2452,26;
10;442;27/04/2021;R$0;
10;445;27/04/2021;R$633,33;
11;415;27/04/2021;R$3165,17;
11;423;27/04/2021;R$3155,61;
11;428;27/04/2021;R$9287,49;
11;432;27/04/2021;R$930,09;
11;435;27/04/2021;R$16937,16;
11;443;27/04/2021;R$2729,89;
12;424;27/04/2021;R$1920,39;
12;435;27/04/2021;R$13070,62;
14;417;27/04/2021;R$0;
14;420;27/04/2021;R$1957,28;
14;445;27/04/2021;R$739,67;
15;415;27/04/2021;R$5068,76;
15;432;27/04/2021;R$1478,93;
16;414;27/04/2021;R$8869,83;
16;425;27/04/2021;R$978,36;
16;432;27/04/2021;R$1174,47;
17;424;27/04/2021;R$3786,58;
17;427;27/04/2021;R$470,13;
17;436;27/04/2021;R$30502,34;
17;444;27/04/2021;R$70,88;
18;414;27/04/2021;R$6649,66;
1;412;28/04/2021;R$5801,55;
1;415;28/04/2021;R$4810,37;
1;422;28/04/2021;R$320,48;
1;433;28/04/2021;R$34887,48;
1;435;28/04/2021;R$22954,04;
1;442;28/04/2021;R$0;
1;445;28/04/2021;R$1051,6;
2;411;28/04/2021;R$14005,03;
2;427;28/04/2021;R$133,78;
3;414;28/04/2021;R$13630,47;
3;428;28/04/2021;R$13401,83;
3;434;28/04/2021;R$17045,47;
4;423;28/04/2021;R$1978,31;
7;423;28/04/2021;R$2142,63;
7;425;28/04/2021;R$1342,44;
7;426;28/04/2021;R$1565,33;
7;436;28/04/2021;R$35616,03;
7;445;28/04/2021;R$1032,83;
8;417;28/04/2021;R$0;
8;424;28/04/2021;R$5710,67;
8;441;28/04/2021;R$558,22;
8;444;28/04/2021;R$281,28;
9;412;28/04/2021;R$4646,09;
9;425;28/04/2021;R$1413,84;
9;443;28/04/2021;R$3174,9;
10;423;28/04/2021;R$2973,87;
10;441;28/04/2021;R$440,33;
10;443;28/04/2021;R$2560,09;
11;424;28/04/2021;R$3637,2;
11;428;28/04/2021;R$9074,74;
11;432;28/04/2021;R$1055,93;
12;415;28/04/2021;R$1883,53;
12;423;28/04/2021;R$1874,24;
12;434;28/04/2021;R$4748,95;
12;435;28/04/2021;R$14800,81;
12;440;28/04/2021;R$856,18;
14;413;28/04/2021;R$15675,25;
15;414;28/04/2021;R$8922,39;
15;427;28/04/2021;R$214,65;
15;444;28/04/2021;R$180,17;
15;445;28/04/2021;R$459,68;
16;411;28/04/2021;R$15537,83;
16;424;28/04/2021;R$4375,31;
16;432;28/04/2021;R$1440,17;
16;434;28/04/2021;R$10654,41;
16;444;28/04/2021;R$106,82;
17;411;28/04/2021;R$11824,35;
17;432;28/04/2021;R$557,04;
17;434;28/04/2021;R$6978,01;
17;443;28/04/2021;R$2835,05;
18;434;28/04/2021;R$6222,51;
18;443;28/04/2021;R$2422,11;
1;427;29/04/2021;R$395,32;
1;444;29/04/2021;R$286;
2;433;29/04/2021;R$20813,76;
2;436;29/04/2021;R$27706,99;
2;441;29/04/2021;R$366,61;
2;445;29/04/2021;R$834,98;
3;416;29/04/2021;R$9737,24;
3;421;29/04/2021;R$31453,09;
3;423;29/04/2021;R$4658,96;
3;427;29/04/2021;R$861,61;
3;432;29/04/2021;R$37,6;
3;433;29/04/2021;R$39483,74;
4;413;29/04/2021;R$16831,61;
4;416;29/04/2021;R$6280,06;
4;421;29/04/2021;R$11773,17;
4;425;29/04/2021;R$1131,98;
4;433;29/04/2021;R$21639,1;
4;445;29/04/2021;R$636,57;
6;421;29/04/2021;R$638,7;
7;412;29/04/2021;R$5601,77;
7;431;29/04/2021;R$2972,45;
8;412;29/04/2021;R$6615,53;
8;421;29/04/2021;R$26835,69;
8;428;29/04/2021;R$8186,03;
8;433;29/04/2021;R$33596,44;
9;432;29/04/2021;R$35,6;
9;443;29/04/2021;R$3351,88;
10;414;29/04/2021;R$7831,49;
10;434;29/04/2021;R$6946,66;
10;440;29/04/2021;R$1902,27;
11;413;29/04/2021;R$16620,29;
11;414;29/04/2021;R$7429,4;
11;420;29/04/2021;R$1687,29;
11;427;29/04/2021;R$699,22;
11;436;29/04/2021;R$33004,2;
14;416;29/04/2021;R$5465,37;
14;440;29/04/2021;R$2642,02;
14;441;29/04/2021;R$250,95;
15;416;29/04/2021;R$7997,49;
15;421;29/04/2021;R$20124;
15;425;29/04/2021;R$2562,05;
15;430;29/04/2021;R$0;
15;434;29/04/2021;R$10030,36;
16;417;29/04/2021;R$0;
16;423;29/04/2021;R$4218,33;
16;440;29/04/2021;R$2196,05;
17;413;29/04/2021;R$16919,68;
17;426;29/04/2021;R$2047,06;
17;431;29/04/2021;R$3693,55;
17;436;29/04/2021;R$31932,86;
17;445;29/04/2021;R$314,8;
18;424;29/04/2021;R$3403,46;
1;427;30/04/2021;R$1212,99;
1;431;30/04/2021;R$7185,05;
1;441;30/04/2021;R$528,42;
2;427;30/04/2021;R$391;
2;431;30/04/2021;R$5461,73;
2;434;30/04/2021;R$9856,36;
2;436;30/04/2021;R$39391,07;
2;441;30/04/2021;R$937,68;
3;440;30/04/2021;R$7501,47;
4;440;30/04/2021;R$2209;
7;417;30/04/2021;R$0;
7;434;30/04/2021;R$12754,74;
8;411;30/04/2021;R$45856,16;
8;425;30/04/2021;R$4004,65;
8;435;30/04/2021;R$59337,62;
9;412;30/04/2021;R$6862,52;
9;424;30/04/2021;R$7412,31;
9;428;30/04/2021;R$12331,8;
9;430;30/04/2021;R$0;
9;432;30/04/2021;R$32,5;
9;443;30/04/2021;R$3773,63;
10;420;30/04/2021;R$5300,8;
10;430;30/04/2021;R$0;
10;444;30/04/2021;R$946,79;
11;420;30/04/2021;R$6220,06;
11;432;30/04/2021;R$1047,72;
11;436;30/04/2021;R$47765,13;
12;412;30/04/2021;R$3271,26;
12;433;30/04/2021;R$17721,38;
12;435;30/04/2021;R$29545,01;
12;443;30/04/2021;R$1660,1;
14;431;30/04/2021;R$6203,17;
14;432;30/04/2021;R$747,88;
14;436;30/04/2021;R$47935,49;
15;440;30/04/2021;R$5213,03;
15;444;30/04/2021;R$873,27;
16;423;30/04/2021;R$5328,92;
16;425;30/04/2021;R$2003,75;
16;426;30/04/2021;R$3497,5;
17;413;30/04/2021;R$19937,78;
17;416;30/04/2021;R$6909,05;
17;422;30/04/2021;R$380,8;
17;440;30/04/2021;R$2655,57;
17;445;30/04/2021;R$426,42;
18;412;30/04/2021;R$5282,37;
18;420;30/04/2021;R$4765,74;
18;424;30/04/2021;R$4551,84;
18;431;30/04/2021;R$4656,34;
18;433;30/04/2021;R$22305,1;
1;415;01/04/2021;R$6388,58;
1;420;01/04/2021;R$5383,86;
1;421;01/04/2021;R$28087,5;
1;431;01/04/2021;R$15309,41;
1;443;01/04/2021;R$5327,88;
2;433;01/04/2021;R$43778,01;
3;411;01/04/2021;R$59422,31;
3;441;01/04/2021;R$778,48;
3;445;01/04/2021;R$1008,74;
4;415;01/04/2021;R$5307,32;
4;421;01/04/2021;R$14184,27;
4;442;01/04/2021;R$0;
6;421;01/04/2021;R$15652,09;
7;422;01/04/2021;R$472,69;
7;423;01/04/2021;R$26520,49;
7;431;01/04/2021;R$20883,37;
8;411;01/04/2021;R$49684,97;
8;422;01/04/2021;R$371,56;
9;420;01/04/2021;R$5280,94;
9;421;01/04/2021;R$25284,91;
9;425;01/04/2021;R$10465,35;
10;411;01/04/2021;R$48116,02;
11;413;01/04/2021;R$58308,47;
11;415;01/04/2021;R$5424,75;
11;425;01/04/2021;R$7717,88;
12;413;01/04/2021;R$38663,59;
12;433;01/04/2021;R$32448,72;
12;443;01/04/2021;R$3448,34;
14;414;01/04/2021;R$20246,99;
14;420;01/04/2021;R$5062,71;
14;430;01/04/2021;R$0;
14;434;01/04/2021;R$13950,35;
15;424;01/04/2021;R$11594,62;
15;434;01/04/2021;R$10637,49;
15;444;01/04/2021;R$745,68;
16;412;01/04/2021;R$8733,77;
16;425;01/04/2021;R$11447,3;
16;432;01/04/2021;R$908,54;
16;433;01/04/2021;R$57594,32;
17;426;01/04/2021;R$3510,79;
17;428;01/04/2021;R$13127,39;
17;430;01/04/2021;R$0;
17;440;01/04/2021;R$3731,78;
18;421;01/04/2021;R$21799,5;
18;428;01/04/2021;R$12156,93;
18;431;01/04/2021;R$14074,81;
1;412;02/04/2021;R$5943,5;
1;425;02/04/2021;R$3092,75;
1;428;02/04/2021;R$9945,94;
1;441;02/04/2021;R$945,38;
2;425;02/04/2021;R$4124,8;
2;431;02/04/2021;R$3299,65;
3;420;02/04/2021;R$5718,44;
3;443;02/04/2021;R$3679,12;
4;444;02/04/2021;R$284,99;
6;411;02/04/2021;R$0;
6;423;02/04/2021;R$0;
7;413;02/04/2021;R$39399,83;
7;422;02/04/2021;R$96,94;
7;435;02/04/2021;R$33708,17;
8;412;02/04/2021;R$6140,07;
8;413;02/04/2021;R$39122,7;
8;415;02/04/2021;R$4403,16;
8;420;02/04/2021;R$3456,86;
8;427;02/04/2021;R$1055,32;
8;428;02/04/2021;R$13010,3;
8;432;02/04/2021;R$29,5;
9;413;02/04/2021;R$29414,87;
9;420;02/04/2021;R$3870,84;
9;428;02/04/2021;R$12765,35;
9;441;02/04/2021;R$465,6;
10;435;02/04/2021;R$31867,2;
11;413;02/04/2021;R$27086,12;
11;427;02/04/2021;R$397,28;
11;430;02/04/2021;R$0;
