SECAO;COD;DESCRICAO 
903;139370;CORANTE SPRAY AER.AZUL;
903;139371;CORANTE SPRAY AER.LAR.;
903;139372;CORANTE SPRAY AER.MET.;
903;139374;CORANTE SPRAY AER.PER.;
903;139373;CORANTE SPRAY AER.PRAT;
903;139375;CORANTE SPRAY AER.PTO ;
903;139368;CORANTE SPRAY AER.ROSA;
903;139376;CORANTE SPRAY AER.VDE ;
903;139377;CORANTE SPRAY AER.VERM;
903;139379;CORANTE SPRAY AER.VIOL;
416;134247;CORANTE TING.VIOL.40GR;
903;17256;CORANTE VERMELHO 25GR ;
444;86848;CORANTE XADREZ AM.50M ;
444;86849;CORANTE XADREZ AZ.50M ;
444;86850;CORANTE XADREZ LA.50M ;
444;86851;CORANTE XADREZ MAR.50M;
444;86852;CORANTE XADREZ PR.50M ;
444;86856;CORANTE XADREZ VE.500G;
444;86853;CORANTE XADREZ VER.50M;
444;86854;CORANTE XADREZ VER.50M;
413;125752;CORC.DACOLONIA 140GR  ;
443;178191;CORDA ESFREBOM 10M    ;
443;83264;CORDA V.FASCIL 10M    ;
443;113971;CORDA V.FERRAR.ACO 10M;
443;116213;CORDA V.MAX VARAL N.3 ;
443;86406;CORDA V.S.CORDA N.3   ;
443;116401;CORDA V.S.CORDA N.5   ;
443;116399;CORDA V.S.VARAL N.7   ;
443;159914;CORDA VAR.ALU.15M     ;
443;20734;CORDA VAR.BET.10M     ;
443;16071;CORDA VAR.BET.15M     ;
443;131880;CORDA VAR.BET.EXT.15M ;
443;135161;CORDA VAR.SEK.EXT.10M ;
441;83266;CORDAO FASCIL SOM UN  ;
435;5139;CORDAO MIGNON KG      ;
424;151601;CORDEIRO MIX NOMU     ;
435;6846;CORDEIRO PRECOCE KG   ;
982;31490;CORDOES PERSONALIZADOS;
436;5112;CORIMBA KG            ;
415;132211;CORN F.NATIVE 300GR   ;
413;13020;CORN F.NEST.MIL.240GR ;
415;130956;CORN F.S/GLUTEN 200GR ;
413;125004;CORN FLAKES SUPER.150G;
443;92216;COROA PRIN.B.FEST C/10;
443;92217;COROA PRIN.B.FEST C/10;
983;10477;CORPO CAMERA SPDU     ;
442;64371;CORR.BIC AGUA 18ML    ;
442;153149;CORR.BIC CANETA S.SQU.;
442;114511;CORR.BLISTER BARB.18ML;
442;114545;CORR.BLISTER H.WH.18ML;
442;135419;CORR.BLISTER X-RAC.18M;
442;135420;CORR.ESCRITORIO 18ML  ;
412;108263;CORR.FAC.MARCH.01     ;
412;108264;CORR.FAC.MARCH.02     ;
412;140293;CORR.FAC.MARCH.05     ;
412;140294;CORR.FAC.MARCH.06     ;
412;140303;CORR.FAC.MARCH.07     ;
412;124188;CORR.FAC.MARCH.BLIST.1;
412;124187;CORR.FAC.MARCH.BLIST.2;
412;151878;CORR.FAC.MARCH.BLIST.2;
412;124189;CORR.FAC.MARCH.BLIST.3;
445;83273;CORR.FAS.CAES N.5     ;
442;112330;CORR.MAGICO EXEC.UN   ;
442;95285;CORR.MAGICO HELIO UN  ;
442;114508;CORR.MERCUR 18ML      ;
980;109665;CORR.MERCUR AG.18ML   ;
445;94770;CORR.NUTRI. 64CM      ;
445;63119;CORR.NUTRI. 74CM      ;
445;63586;CORR.NUTRI.DOURA.54CM ;
800;31519;CORR.PLAST.10M        ;
412;151868;CORR.SOMB.MARCH.01    ;
412;151869;CORR.SOMB.MARCH.02    ;
442;129811;CORR.TIL.BICHINHOS 18M;
442;152886;CORR.TIL.ESCR.18ML    ;
442;142110;CORR.TIL.ESCRIT.18ML  ;
442;142106;CORR.TIL.JOLIE 15ML   ;
442;129812;CORR.TIL.P.MENTAL 18ML;
800;34838;CORREIA               ;
800;23519;CORREIA LISA 750 X400 ;
950;33156;CORREIA LISA SANITARIA;
445;99458;CORRENTE FASCIL N.1   ;
445;83270;CORRENTE FASCIL N.4   ;
800;34728;CORRENTE PC 40 1 2X 5,;
445;104177;CORRENTE S.B.CAES N.1 ;
445;104174;CORRENTE S.B.ENFORC.UN;
980;170896;CORRETIVO MAXPRINT    ;
980;170454;CORRETIVO MERCUR      ;
442;119890;CORRETIVO MERCUR MORG.;
442;119894;CORRETIVO MERCUR POOH ;
442;141851;CORRETIVO MERCUR PRETO;
442;141850;CORRETIVO MERCUR ROSA ;
980;31244;CORRETIVO SUPER TAPE  ;
980;31638;CORRETIVO SUPER TAPE  ;
442;162262;CORRETIVO TILIBRA 18ML;
442;19028;CORRETOR F.CASTEL 18ML;
903;17358;CORT.CROISSANT UN     ;
903;18302;CORT.DONUTS UN        ;
412;97413;CORT.ENOX GD.UN       ;
412;83283;CORT.FASCIL UNHA GD.UN;
412;83286;CORT.FASCIL UNHA UN   ;
800;20583;CORT.FILIZOLA 101-SA  ;
443;93967;CORT.LEG.FASCIL UN    ;
412;160338;CORT.M.BONI 1826B UN  ;
412;73788;CORT.UNHA BELIZ 602   ;
412;84673;CORT.UNHA LILLO UN    ;
412;140310;CORT.UNHA MARCH.UN    ;
412;89013;CORT.UNHA MERHEJE UN  ;
412;120928;CORT.UNHA RICCA 367   ;
412;79255;CORT.UNHA RICCA 670   ;
411;24034;CORTA CAP.CHIDINI UN  ;
411;22315;CORTA CAP.MAD.BOCCATI ;
411;134758;CORTA GOTA C/TAMPA DIS;
800;35256;CORTA GOTAS           ;
800;35257;CORTA GOTAS           ;
443;144802;CORTA GOTAS BIOVIN 3U ;
411;21912;CORTA GOTAS C/TAMPA   ;
800;27688;CORTA GOTAS COM TAMPA ;
411;135133;CORTA GOTAS FACIL 3UN ;
984;112682;CORTA GOTAS TRUD.UN   ;
443;144790;CORTA LACRE BIOVIN UN ;
800;22939;CORTADEIRA TRANSVERSAL;
800;32896;CORTADOR              ;
800;34983;CORTADOR              ;
800;26868;CORTADOR DE FRIOS UN  ;
909;31409;CORTADOR DE LEGUMES   ;
800;26688;CORTADOR DE LEGUMES  T;
800;30418;CORTADOR P8TUBO UN    ;
903;34030;CORTADOR REDONDO      ;
412;177991;CORTADOR UNHA LANOSSI ;
435;9125;CORTE A FRANCESA      ;
435;5401;CORTE AMERICANO ANGUS ;
435;6179;CORTE AMERICANO KG    ;
435;7444;CORTE CAPITAO ANGUS   ;
800;23177;CORTINA FLEXIVEL      ;
800;151270;CORTINA FLEXIVEL      ;
435;8564;COST.ALEGRA DESOSSADA ;
435;8565;COST.ALEGRA DESOSSADA ;
428;6644;COST.AO M.B.KG(ROT)   ;
434;8577;COST.ASSADA BOV.KG    ;
431;5388;COST.AURORA DEF.KG    ;
436;7313;COST.AURORA TEMP.KG   ;
435;4548;COST.BOV.MINGA NOVILHO;
435;4542;COST.BOV.NOVILHO KG   ;
435;5143;COST.BOV.RECH.KG      ;
435;7315;COST.BOV.RIPA KG      ;
435;4545;COST.BOV.RIPA NOVILHO ;
435;5144;COST.BOV.TEMP.KG      ;
435;5145;COST.BOV.TEMP.S/O.KG  ;
435;4544;COST.BOV.TIRAS NOVILHO;
435;4537;COST.BOVINA (PED)KG   ;
428;112320;COST.BURG.N.LEVE 190GR;
435;5173;COST.CABRITO KG       ;
431;5293;COST.COOP.DEF.KG      ;
435;152788;COST.COOP.ESP.A PASS.1;
435;6849;COST.CORDEIRO KG      ;
435;8438;COST.D.C/SSO TEMP.KG  ;
435;8439;COST.D.S/S C/P TEMP.KG;
435;8456;COST.D.S/S C/P.CONG.KG;
435;4185;COST.DO PEITO C/OSSO  ;
435;7582;COST.DO VAZIO KG      ;
431;7986;COST.D`OESTE DEF.KG   ;
436;154549;COST.FRIBOI C/OSSO 1KG;
436;154550;COST.FRIBOI S/OSSO 700;
431;8345;COST.FRICEU DEF. KG   ;
435;6914;COST.FRIM.S/PELE KG   ;
435;3535;COST.FRIMESA TEMP.KG  ;
435;7492;COST.GRELHA S/OSSO KG ;
435;8684;COST.JANEL.GRILL KG   ;
431;7196;COST.MAB.SALG.KG      ;
435;6662;COST.MAT.3 R.S/O.KG   ;
435;7808;COST.MAT.TIRAS KG     ;
435;7829;COST.MAT.TIRAS.KG     ;
435;3747;COST.MATUR.KG         ;
435;8532;COST.MINGA GRILL KG   ;
435;2183;COST.MINGA TEMP.KG    ;
435;7253;COST.OVELHA CONG.KG   ;
435;8483;COST.P.GRILL E.FINA.KG;
435;6599;COST.RIPA CONG.KG     ;
435;4404;COST.S/ OSSO GRILL    ;
436;94311;COST.SEAR.MOL.500GR   ;
436;124905;COST.SEARA.BARBEC.1KG ;
436;153046;COST.SEARA.BARBEC.600G;
435;5210;COST.SU.C/OS.KG       ;
428;8725;COST.SUI.C/P S/O.ASS.K;
431;5313;COST.SUI.COOP.SALG.KG ;
428;4778;COST.SUI.PERD.S.TIR.KG;
435;4045;COST.SUI.PERD.TEN.KG  ;
428;3236;COST.SUI.S/P.C/O.AS.KG;
428;6410;COST.SUI.S/P.C/O.AS.KG;
435;3548;COST.SUI.SAD.CONG.KG  ;
435;2673;COST.SUI.SADIA C/OSS. ;
435;8956;COST.SUINA RECH.KG    ;
435;7382;COST.SUINA S/P.ESP.KG ;
435;2458;COST.SUINA S/PELE KG  ;
435;6041;COST.SUINA S/PELE KG  ;
436;142670;COST.TAMB.MAR 500GR   ;
436;168079;COST.TAMBAQUI 800GR   ;
435;8636;COST.TEMP.PAMP.KG     ;
436;120018;COST.TILAPIA EMP.320G.;
435;7002;COST.TIRA ORG.KG      ;
435;126472;COSTEL.SEARA SUINA 1KG;
435;4314;COSTELA  FRIMESA MINI.;
435;5980;COSTELA  PEITO C/OSSO ;
435;6380;COSTELA  PRECOCE KG   ;
435;5569;COSTELA  RIPA KG      ;
435;8603;COSTELA  SEARA SUIN.KG;
435;3584;COSTELA 1953          ;
435;3602;COSTELA 1953          ;
435;5348;COSTELA 1953          ;
435;7378;COSTELA A PASSARINHO  ;
435;8563;COSTELA ALEGRA CHUR.KG;
431;8627;COSTELA ALEGRA DEF.KG ;
435;7369;COSTELA ANGUS         ;
435;7384;COSTELA ANGUS         ;
428;6408;COSTELA ASS. RECH. KG ;
428;1699;COSTELA ASSADA        ;
428;3090;COSTELA ASSADA        ;
428;4466;COSTELA ASSADA        ;
428;6789;COSTELA ASSADA        ;
435;1686;COSTELA B.BEEF CORD.KG;
428;6899;COSTELA BARBECUE      ;
436;1263;COSTELA BASSI DEF.KG  ;
431;2549;COSTELA BATAVO DEF    ;
435;8654;COSTELA BEST-BEEF PC  ;
435;9608;COSTELA BEST-BEEF PONT;
435;3691;COSTELA BOV.JANELA    ;
428;3229;COSTELA BOV.P/ASSAR KG;
435;2171;COSTELA BOVINA        ;
435;5436;COSTELA BOVINA  ANGUS ;
435;5454;COSTELA BOVINA ANGUS  ;
435;5457;COSTELA BOVINA ANGUS  ;
435;5463;COSTELA BOVINA ANGUS  ;
435;5474;COSTELA BOVINA ANGUS  ;
435;4424;COSTELA BOVINA PECA   ;
435;1573;COSTELA C/PELE COROA K;
435;1611;COSTELA C/PELE KG     ;
435;7096;COSTELA CABRITO INT.  ;
431;9969;COSTELA CERATTI DEF.KG;
414;165064;COSTELA CO.BORDON 410G;
435;9148;COSTELA CONG.FRIM.    ;
435;9018;COSTELA COOP.PREM.KG  ;
435;8838;COSTELA COOP.SUINA KG ;
435;1276;COSTELA CORDEIRO      ;
435;1545;COSTELA CORDEIRO      ;
435;2560;COSTELA CORDEIRO      ;
435;4756;COSTELA CORDEIRO      ;
435;9203;COSTELA CORDEIRO      ;
435;1379;COSTELA CORDEIRO S/OSS;
435;6464;COSTELA CORDEIRO TIRAS;
435;1594;COSTELA COROA KG      ;
435;9380;COSTELA COROA KG      ;
435;9144;COSTELA COROA SUINA KG;
435;1312;COSTELA CORROA KG     ;
435;8267;COSTELA CORTES S/OSSO ;
435;1771;COSTELA DE CORDEIRO   ;
435;2547;COSTELA DE CORDEIRO   ;
435;7319;COSTELA DE CORDEIRO   ;
436;8224;COSTELA DE CORDEIRO   ;
431;7198;COSTELA DEFUM.MAB.    ;
431;1192;COSTELA DEFUMADA      ;
431;1588;COSTELA DEFUMADA      ;
431;4543;COSTELA DEFUMADA      ;
431;4728;COSTELA DEFUMADA      ;
431;7298;COSTELA DEFUMADA      ;
431;8557;COSTELA DEFUMADA      ;
435;5570;COSTELA DESOSSADA     ;
435;8416;COSTELA DESOSSADA     ;
435;9889;COSTELA DO DIANTEIRO  ;
435;3588;COSTELA EM TIRA 1953  ;
435;5140;COSTELA EM TIRAS      ;
435;1593;COSTELA EM TIRAS KG   ;
435;5160;COSTELA ESPECIAL.KG   ;
431;8554;COSTELA FRICASA       ;
435;1922;COSTELA FRICEU C/PELE ;
435;8263;COSTELA FRICEU RIPA   ;
435;9875;COSTELA FRICEU S/OSSO ;
431;4449;COSTELA FRIMESA       ;
436;158359;COSTELA FRIMESA 500GR ;
435;4304;COSTELA FRIMESA KG    ;
435;161009;COSTELA FRIMESA KG    ;
435;161017;COSTELA FRIMESA KG    ;
435;1681;COSTELA FRIMESA LEITAO;
435;7275;COSTELA GOURMET       ;
435;9609;COSTELA GRELHA        ;
435;1008;COSTELA GRELHA NOVILHO;
435;6916;COSTELA GRILL         ;
435;7393;COSTELA GRILL ANGUS   ;
435;1272;COSTELA GRILL SEARA   ;
435;4235;COSTELA GRILL1953 KG  ;
435;8816;COSTELA JANDELLE      ;
435;5557;COSTELA JANELA        ;
435;6635;COSTELA JANELA        ;
435;9116;COSTELA JANELA        ;
435;4157;COSTELA JANELA (PED)  ;
435;6185;COSTELA JANELA PRECOCE;
435;2223;COSTELA JAVALI        ;
435;5568;COSTELA KG            ;
435;1124;COSTELA LEITAO        ;
435;6466;COSTELA LEITAO        ;
435;7989;COSTELA LEITAO        ;
435;4968;COSTELA LEITAO C/PELE ;
435;8424;COSTELA LEITAO TEMP.  ;
435;9255;COSTELA MING.NOVILHO K;
435;6039;COSTELA MINGA         ;
435;6636;COSTELA MINGA         ;
435;4155;COSTELA MINGA (PED)   ;
435;3593;COSTELA MINGA 1953    ;
435;7391;COSTELA MINGA ANGUS   ;
435;5562;COSTELA MINGA KG      ;
435;6187;COSTELA MINGA PRECOCE ;
435;3430;COSTELA MOIDA KG      ;
435;3114;COSTELA MOIDA P/HAMB. ;
436;7327;COSTELA MONTE BELLO   ;
436;126298;COSTELA NATIV TAMB.420;
435;8908;COSTELA NOVILHO       ;
435;6992;COSTELA ORGANICA      ;
435;1386;COSTELA OVELHA RESF.KG;
435;1250;COSTELA OVINA CONG.   ;
435;3586;COSTELA P/RECHEAR 1953;
435;4504;COSTELA PARA GRELHA   ;
435;8733;COSTELA PARA GRELHA   ;
435;1295;COSTELA PARA O FORNO  ;
435;9934;COSTELA PRECOCE DESOSS;
435;6183;COSTELA PRECOCE KG    ;
435;4238;COSTELA PREMIUM 1953 K;
435;7399;COSTELA PREMIUM ANGUS ;
435;6869;COSTELA PREMIUM KG    ;
435;3608;COSTELA PRIME 1953 KG ;
435;6870;COSTELA RIPA          ;
435;3587;COSTELA RIPA 1953 KG  ;
435;7403;COSTELA RIPA ANGUS    ;
435;9122;COSTELA RIPA B.BEEF   ;
435;1458;COSTELA RIPA CURTA    ;
435;1009;COSTELA RIPA NOVILHO  ;
435;9254;COSTELA RIPA NOVILHO K;
435;6195;COSTELA RIPA PRECOCE  ;
435;7743;COSTELA RIPA SUINA    ;
435;5142;COSTELA S/ OSSO KG    ;
435;9630;COSTELA S/ABAS KG     ;
435;1572;COSTELA S/PELE TIRAS K;
436;9097;COSTELA SALG.BIZINELLI;
431;3882;COSTELA SALGADA       ;
436;2689;COSTELA SELECIONADA   ;
435;8865;COSTELA SEM OSSO      ;
435;8370;COSTELA SRESERVA KG   ;
435;5218;COSTELA SUI.C/ PELE   ;
435;1846;COSTELA SUINA         ;
435;3829;COSTELA SUINA         ;
435;3971;COSTELA SUINA         ;
435;4189;COSTELA SUINA         ;
435;8164;COSTELA SUINA         ;
435;8264;COSTELA SUINA         ;
435;8765;COSTELA SUINA         ;
435;1561;COSTELA SUINA C/PELE  ;
435;3339;COSTELA SUINA FRESCA  ;
435;3935;COSTELA SUINA FRESCA  ;
435;9241;COSTELA SUINA FRESCA  ;
435;9253;COSTELA SUINA FRESCA  ;
435;3868;COSTELA SUINA FRIMESA ;
435;6411;COSTELA SUINA FRIMESA ;
435;4226;COSTELA SUINA NA BRASA;
435;9930;COSTELA SUINA P/CHURR.;
435;9617;COSTELA SUINA PIANO   ;
431;1334;COSTELA SUINA PRIETO  ;
435;9377;COSTELA SUINA RECH.KG ;
435;8399;COSTELA SUINA S/PELE  ;
435;1269;COSTELA SUINA SEARA   ;
435;7687;COSTELA SUINA TEMP    ;
435;1183;COSTELA SUINA TIRAS   ;
435;2279;COSTELA SUINA TIRAS KG;
436;8598;COSTELA TAMBAQUI      ;
435;6818;COSTELA TEMP.COOP.    ;
435;1550;COSTELA TEMP.COOP.GRIL;
435;7925;COSTELA TEMP.GOLD     ;
435;2367;COSTELA TEMPERADA     ;
435;7144;COSTELA TEMPERADA     ;
435;3862;COSTELA TIRAS         ;
435;4894;COSTELA TIRAS ANGUS   ;
435;1656;COSTELA TIRAS BLACK   ;
435;5141;COSTELA TRES RIPAS    ;
436;157423;COSTELA ZALTANA TAMB. ;
436;157424;COSTELA ZALTANA TAMB. ;
435;5146;COSTELAO BOV.KG       ;
435;5489;COSTELAO BOVINO ANGUS ;
435;5571;COSTELAO KG           ;
435;6199;COSTELAO PRECOCE KG   ;
435;9057;COSTELETA SUINA KG    ;
428;3231;COSTELINHA BARBECUE   ;
436;7518;COSTELINHA BASSI      ;
431;1840;COSTELINHA DEFUMADA   ;
431;3851;COSTELINHA DEFUMADA   ;
431;9060;COSTELINHA DEFUMADA   ;
428;1962;COSTELINHA FRITA      ;
428;3091;COSTELINHA FRITA      ;
435;8166;COSTELINHA MAB.       ;
435;7235;COSTELINHA TEMP.MAB.  ;
435;3842;COSTELINHA TEMPERADA  ;
417;18333;COT NATAL FIBRAPLAC   ;
417;18328;COT SANTA CRUZ        ;
417;18329;COT SANTA CRUZ 2      ;
436;139070;COTECHINO FIORUCCI 500;
412;13519;COTONETE JOHN.150UN   ;
412;13527;COTONETE JOHN.75UN    ;
412;25593;COTONETE JOHN.75UN    ;
412;77932;COTONETE JOHN.PT.150UN;
800;21571;COTOVELO 90           ;
425;142592;COU.FLOR G.FRESH 400GR;
428;5625;COULIS FR.VERMELHAS   ;
428;5626;COULIS MARACUJA       ;
431;6540;COURIN.COOP.SU.SALG.KG;
436;1630;COURO SALG.BIZINELLI  ;
424;126135;COUSCO FRA.TIPIAK 500G;
424;175147;COUSCO TIPIAK EXPRESS ;
424;175148;COUSCO TIPIAK INTEGRAL;
424;174086;COUSCOUS ITA.PAGANINI ;
424;80167;COUSCUS AL BADIA 500GR;
424;121573;COUSCUS CHEFOK LIM.200;
424;121571;COUSCUS CHEFOK MED.200;
424;121572;COUSCUS CHEFOK TOM.200;
424;116032;COUSCUS DARI 1KG      ;
424;160245;COUSCUS DE CECCO      ;
424;79708;COUSCUS DIVELLA 500GR ;
424;166361;COUSCUS GAROFALO      ;
435;9992;COXA C/SOB.COXA PIC.KG;
435;8961;COXA C/SOB.COXA RECH.K;
435;6336;COXA C/SOBRE COXA PIC.;
435;8147;COXA CAIPIRA CONGELADA;
435;1884;COXA CAIPIRA RESFRIADA;
435;119675;COXA CAMP.C/PELE 600GR;
435;3234;COXA COM OSSO SEM PELE;
435;8698;COXA COM OSSO SEM PELE;
435;2459;COXA COM SOBRECOXA    ;
435;4341;COXA COM SOBRECOXA    ;
435;4431;COXA COM SOBRECOXA    ;
435;5747;COXA COM SOBRECOXA    ;
435;91436;COXA COM SOBRECOXA    ;
435;125479;COXA COOP.RESF.1KG    ;
435;83503;COXA COP.1KG          ;
435;9134;COXA COP.FGO.CHURR.KG ;
435;132512;COXA COP.FGO.COP.1KG  ;
435;97625;COXA COP.S/PEL RES.1KG;
435;117383;COXA COPACOL 500GR    ;
435;176486;COXA COPACOL 800GR    ;
435;4342;COXA DE FRANGO        ;
436;166790;COXA FGO PERDIGAO 1,2K;
445;118088;COXA FGO.R.DOG UN     ;
434;5778;COXA FRANGO EMP.CROC.K;
435;95880;COXA FRANGO SADIA 1KG ;
436;9733;COXA JACARE           ;
436;174300;COXA JACARE 400GR     ;
435;9994;COXA LAR KG           ;
435;6337;COXA LIGHT BEAL KG    ;
445;128700;COXA MAX.NAT.UN       ;
436;126742;COXA RA RANAC 240GR   ;
436;150495;COXA RA RANAC EMP.240G;
428;3188;COXA RECH.COM FAROFA  ;
428;4361;COXA RECHEADA SEM OSSO;
435;140242;COXA S/PELE COP.IQF 2K;
435;33717;COXA S/TRA.KORIN 600GR;
435;171998;COXA S/TRA.KORIN 600GR;
436;149674;COXA SADIA TEMP.800GR ;
435;149675;COXA SADIA TEMP.800GR ;
436;165161;COXA SADIA TEMP.950GR ;
435;174561;COXA SEARA ORG.600G   ;
435;147084;COXA SOB.BAND.1KG     ;
435;7255;COXA SOB.C.VALE KG    ;
435;123484;COXA SOB.CAIP.600GR   ;
435;118492;COXA SOB.CAMP.600GR   ;
435;122957;COXA SOB.CAMP.600GR   ;
435;1768;COXA SOB.COOP.CONG.KG ;
435;2524;COXA SOB.COOP.CONG.KG ;
435;3657;COXA SOB.COOP.CONG.KG ;
435;125481;COXA SOB.COOP.RESF.1KG;
435;1862;COXA SOB.COOP.RESF.KG ;
435;2404;COXA SOB.COOP.RESF.KG ;
435;6080;COXA SOB.COOP.RESF.KG ;
435;83545;COXA SOB.COP.1KG      ;
435;83564;COXA SOB.COP.PAS.800G ;
435;33716;COXA SOB.COP.S/O.1KG  ;
435;167734;COXA SOB.COP.S/O.600GR;
435;171844;COXA SOB.COP.S/O.600GR;
435;92071;COXA SOB.COP.S/O.S/P.1;
435;83493;COXA SOB.COP.S/OS.1KG ;
435;136414;COXA SOB.GERM.1KG     ;
436;111307;COXA SOB.GERM.480GR   ;
436;165059;COXA SOB.GERM.700GR   ;
435;6442;COXA SOB.PICADA KG    ;
435;9219;COXA SOB.PICADA KG    ;
435;83550;COXA SOB.S/O.S/P.1KG  ;
435;9019;COXA SOB.S/OSSO KG    ;
435;9409;COXA SOB.S/OSSO/PELE  ;
435;83543;COXA SOB.S/P.1KG      ;
436;9167;COXA SOBR.CODORNA 250G;
435;137522;COXA SOBR.COP.PASS.2KG;
435;9643;COXA SOBR.DIP.PICAD.KG;
435;6157;COXA SOBR.DIPLOMATA KG;
436;125015;COXA SOBR.FRIM.EMP.300;
436;117624;COXA SOBR.FRIM.EMP.500;
436;165060;COXA SOBR.GERMANIA 500;
436;7660;COXA SOBR.GERMANIA KG ;
436;161495;COXA SOBR.JAMIE 600GR ;
435;177067;COXA SOBR.PERDIGAO 1KG;
435;167735;COXA SOBR.S/OSSO 600GR;
435;3694;COXA SOBRECOXA KG     ;
435;3695;COXA SOBRECOXA KG     ;
435;163964;COXA SOBRECOXA P. 1KG ;
435;6802;COXA TEMPERADA        ;
435;1678;COXA.S.COXA RECHEADA  ;
435;8702;COXA/SOB.S/OSSO C/P   ;
435;140148;COXA/SOBR. COP.IQF 2K ;
435;147577;COXA/SOBR.MACEDO 1KG  ;
435;1904;COXA/SOBR.TEMP.KG     ;
436;153733;COXA/SOBREC.C.VALE 580;
435;3658;COXA/SOBRECOXA        ;
435;5794;COXA/SOBRECOXA        ;
435;9634;COXA/SOBRECOXA        ;
435;9636;COXA/SOBRECOXA        ;
435;147566;COXA/SOBRECOXA 1KG    ;
435;147570;COXA/SOBRECOXA 1KG    ;
435;147571;COXA/SOBRECOXA 1KG    ;
435;1725;COXA/SOBRECOXA CONG.  ;
435;1754;COXA/SOBRECOXA CONG.  ;
435;2531;COXA/SOBRECOXA CONG.  ;
435;178485;COXA/SOBRECOXA KORIN S;
435;178486;COXA/SOBRECOXA KORIN S;
435;1705;COXA/SOBRECOXA LAR    ;
435;8523;COXA/SOBRECOXA LAR    ;
436;7633;COXA/SOBRECOXA PATO   ;
435;8700;COXA/SOBRECOXA PC.    ;
435;1961;COXAO DURO            ;
435;3026;COXAO DURO ANGUS      ;
435;3455;COXAO DURO FATIADO    ;
435;8821;COXAO DURO NOVILHO    ;
435;6983;COXAO DURO ORGANICO   ;
435;9925;COXAO DURO SWIFT VACUO;
436;159988;COXAO DURO VILHETO 500;
435;3016;COXAO M.ANGUS KG      ;
435;4806;COXAO M.FRIBOI PORC.KG;
435;2086;COXAO M.KORIN ORG.KG  ;
435;6533;COXAO M.MO.NOVILHO KG ;
435;5549;COXAO M.STROG.ANGUS   ;
434;2595;COXINHA OYSHI MAND.KG ;
435;78181;COXINHA PERD.300GR    ;
436;176963;COXINHA SADIA EMP.400G;
432;614;COXINHA TORRE EIFIL UN;
432;152;COXINHA UN  (CAFE)    ;
436;166485;COXINHA ZANQUETTA 500G;
428;3927;COXINHA ZIN PAO GD.KG ;
432;3962;COXINHA ZIN PAO GD.KG ;
428;4008;COXINHA ZIN PAO GD.KG ;
432;480;COXINHA ZIN PAO GD.UN ;
435;125002;COXINHA.LAR IQF.1KG   ;
435;134348;COXINHAS ASAS COOP.1KG;
800;33047;COZEDOR DE MASSAS     ;
800;30905;COZEDOR DE MASSAS 700H;
429;19557;COZI PASTA P/RETAG.UN ;
429;19885;COZI PASTA PROFISS.UN ;
435;1886;COZIDO CALIFORNIA     ;
413;12153;CPB/LACTA LEITE 500GR ;
800;21359;CPU PDV               ;
415;160720;CR. AVELA LINEA 150GR ;
412;131976;CR..D.ORAL-B 123 180GR;
412;124407;CR..D.ORAL-B 123 90GR ;
412;125028;CR..D.ORAL-B 123 L3P2 ;
412;132201;CR..D.ORAL-B 123 L4P3 ;
412;153237;CR..D.ORAL-B C.PLACA  ;
412;132202;CR..D.ORAL-B COMP.L3P2;
412;134614;CR..D.ORAL-B P.CL.60GR;
412;134616;CR..D.ORAL-B P.CL.70GR;
412;143609;CR..D.ORAL-B STAG.100G;
903;167423;CR.ABACAXI NUTRI.520GR;
909;151700;CR.ACAI NAT.10KG      ;
436;149722;CR.ACAI NAT.200GR     ;
909;164367;CR.ACAI NAT.7KG       ;
436;26725;CR.ACAI SABORES.L3P2  ;
412;87895;CR.ACQUA KIDS 250ML   ;
412;103960;CR.ALB.TRAT.CER.350ML ;
412;103957;CR.ALB.V.LISS 300ML   ;
414;178654;CR.ALHO R.S.300ML     ;
903;167422;CR.AMEND.C/DOCE 520GR ;
414;100659;CR.ARISCO ERVAS 68GR  ;
414;78315;CR.ARISCO QJO.68GR    ;
424;159058;CR.ARROZ ISOLA BIO    ;
413;28882;CR.ARROZ YOKI 200GR   ;
424;131425;CR.ASPARGO SAPORI 80GR;
415;125982;CR.AVELA FLORMEL 110GR;
415;137508;CR.AVELA FLORMEL 110GR;
415;145995;CR.AVELA FLORMEL 150GR;
413;31855;CR.AVELA PAVILOCHE 280;
413;168609;CR.AVELA PAVILOCHE 280;
436;144340;CR.BALKIS RICOTA 50GR ;
413;134479;CR.BALS.C/GEL.C.SA.100;
413;134480;CR.BALS.C/GEL.MO/PI.  ;
413;134481;CR.BALS.C/MEL/LA.100ML;
436;149723;CR.BANANA NAT.1.02KG  ;
412;157710;CR.BARB BIC REFR.65GR ;
412;157709;CR.BARB BIC SENS.65GR ;
412;103613;CR.BARB.BOZ.P.NEG.65GR;
412;24738;CR.BARB.BOZ.SENS.65GR ;
412;22455;CR.BARB.GIL.C/HID.65GR;
412;22457;CR.BARB.GIL.REFRE.65GR;
412;23501;CR.BARB.GIL.SENS.65GR ;
412;163985;CR.BARB.NIVEA 65GR    ;
412;163988;CR.BARB.NIVEA 65GR    ;
412;113081;CR.BARB.NIVEA F.M.60GR;
412;62580;CR.BARBA BOZ.ALOE 65GR;
412;74986;CR.BARBA BOZ.MENT.65GR;
412;109826;CR.BARBA BOZ.MENT.PROM;
412;85914;CR.BARBA BOZ.P.HI.65GR;
